Business Name,Tier,Business Type,Street Address,Zip,Neighborhood,Phone,Website,Owner or Manager Full Name,Owner Title,Owner Email,General or Info Email,Instagram Handle,Staff Count,Staff Count Source,Booking Software,Booking Software Source,Google Rating,Google Review Count,Multi Location,Notes
Salon Allure,,hair salon,2534 W Fullerton Ave,60647,Logan Square / Bucktown,(773) 227-4499,,,,,,,,unverified,unknown,https://www.yelp.com/biz/salon-allure-chicago,4.9,59,no,
Salon Chic Logan Square,,nails,2640 1/2 N Milwaukee Ave,60647,Logan Square / Bucktown,(773) 772-8298,http://www.salonchiclogansquare.com,,,,,,,unverified,unknown,http://www.salonchiclogansquare.com,4.3,227,no,
Sana Nails,,nails,1921 N Milwaukee Ave,60647,Logan Square / Bucktown,(773) 799-8612,,,,,,,,unverified,fresha,https://www.fresha.com/book-now/sana-nails-duqc0yso/all-offer?id=2885337&pId=2789837&rwg_token=AE37R_jLZiqo7DLFiVmlSTcmhHmwfNR8uf3dERbnpxBGNF93SmfsTHYovXhTsgguVCmP6uDe5spECQzFVxakBVPFwPp-XkCJyA%3D%3D,4.5,61,no,"Existing Fresha user, payments-attach conversation?; Existing Fresha user (Google booking link points to fresha.com)."
Sara Hair Professionals,,hair salon,3044 West Fullerton Ave,60647,Logan Square / Bucktown,(773) 227-1352,,,,,,,,unverified,fresha,https://www.fresha.com/lvp/sara-hair-professional-west-fullerton-avenue-chicago-D78wbW,4.7,109,no,"Existing Fresha user, payments-attach conversation?; Existing Fresha user, Google Business booking link routes to Fresha."
Skin Alchemy,,beauty and wellness,"2225 W North Ave, Boutique Style Skin Care",60647,Logan Square / Bucktown,(773) 991-4648,http://www.skinalchemyspa.com,,,,,,,unverified,unknown,http://www.skinalchemyspa.com,,,no,
Spa Dabin,,nails,3111 W Logan Blvd,60647,Logan Square / Bucktown,(773) 384-3113,,,,,,,,unverified,unknown,https://www.yelp.com/biz/spa-dabin-chicago-2,4.3,95,no,
Sunny Massage,,beauty and wellness,2854 W Armitage Ave,60647,Logan Square / Bucktown,(773) 235-5555,,,,,,,,unverified,unknown,https://www.yelp.com/biz/sunny-massage-chicago-2,4.5,154,no,
Tania's Unisex Beauty Salon,,hair salon,3704 W Fullerton Ave,60647,Logan Square / Bucktown,(773) 227-9088,,,,,,,,unverified,unknown,https://www.yelp.com/biz/tanias-unisex-beauty-salon-chicago,4.5,99,no,
Tego Nail Spa,,nails,1731 N Western Ave,60647,Logan Square / Bucktown,(773) 252-4444,,,,,,,,unverified,unknown,https://www.yelp.com/biz/tego-nail-spa-chicago,4.5,118,no,
The Brow Fairy,,lash and brow,1883 N Milwaukee Ave,60647,Logan Square / Bucktown,(765) 627-3023,https://thebrowfairystudio.square.site,,,,,,,unverified,square,https://thebrowfairystudio.square.site/square.ico,,,no,
The Lashe Spot,,lash and brow,1866 N Damen Ave,60647,Logan Square / Bucktown,(773) 697-3006,http://www.thelashespot.com,,,,,@vavada.inst,,unverified,unknown,http://www.thelashespot.com,,,no,
The Wax & Skin Lounge,,beauty and wellness,2731 N Milwaukee Ave,60647,Logan Square / Bucktown,(773) 661-6758,http://www.waxskinlounge.com,,,,,@waxskinlounge,,unverified,booker,https://go.booker.com/location/WaxSkinLounge,4.8,565,yes (2),Grand Opening Jan 2019; 2 Chicago locations (Logan Square + Fulton Market/West Loop); billed as Chicago's first full vegan wax spa; currently hiring; Strong review base (565 Google reviews)
ZaZaZoo Nail Salon,,nails,1842 N Damen Ave,60647,Logan Square / Bucktown,(773) 687-9717,http://www.zazazoonailsalon.com,,,,info@zazazoonailsalon.com,@zazazoonailsalon,,unverified,vagaro,https://www.vagaro.com/OnlineChooseBusiness.aspx?enc=FeWMMfY%207xoz0VTrhiAKp1We0HsZXRFa%2FMt6arUeZhEI4V6RvnxCfIjAjALTqMx%2FNlGfOmrznGG1C5OzD0q%2F%20OkRc5UBbYBf1%20eU5EtxLUTZlIr9y3nmm57RDInpEQzpVQb24W3kpR0nvOb9OMcIvHRbUcqNJXcgWkbCRQZFUG%2FEKffGtrbQFBvF6an4yQ8oB1V0sfl2BPFgDrGc3DAAtWme4O8%2F3wHC5ofnaDNc%20SalW3bni6VjWgbHnTNhAxO98rVFlx4QaaWznF6uukGugzNkgwuQii%20TvtvhybNjqJ0jAjR5AT90o4J8J6CZQqlzhIeDCNInCCSHHNZBq6LaTIc73h4Hh051m5yYD1F2Nn1k8RkEEkdFJGCRglKQQI8MznM9Og8I2v0W%20eaXt8dgC4HmDV37SLk80bO36%20dcvySScJTRh2Mgq9C%2FVLoimfOgYw9xgxEPEu8RsWNla%2FWRQ1cbEaoaB1y%20VFHff3I7VHX9mGXjd79jLc3QEhXxni0l6BiRtVEkMFXUy%20eMoeP31BoeM8QlF16S7C%2FFQYg7GNwlzylVTzqJimeZDyYoEWM8Fmfg6JjINycpXCfJ7srYBbxF7BR%2F5dWu%20TXZDan%20uki1e2nczHx6WKZ5g5l9EPr7f5DB%200YvUbfm2NfT%2FOV0OGyjKijqj6HFpfPThft8oXsiffGxJZkBQdFZJXHgk8yvfGyprUuG%2FtB1AlCoWgid7%202rhbjFilMqJAEmsQIFTbQ%3D,4.2,152,yes (2),"Best of Chicago Nail Salon award (Chicago magazine, 2012); currently hiring nail technicians."
Siren Salon,1,hair salon,3143 N Lincoln Ave,60657,Lakeview,(773) 549-0800,https://www.sirensalon.com,Chris Yoshimura,owner,,siren@sirensalon.com,@sirensalonchi,22,https://www.sirensalon.com/staff,phorest,https://www.phorest.com/salon/sirensalon/book/service-selection?showSpecialOffers=false,4.8,386,no,Hiring (per website); 24+ years in West Lakeview (opened 1998 per about page); team grew from a small group to 22 stylists/estheticians per current staff roster.
Chicago Male Salon & Spa,1,hair salon,3418 N Halsted St,60657,Lakeview,(773) 281-6005,http://www.chicagomalesalon.com,,,,booking@chicagomalesalon.com,@chicagomalesalon,9,http://www.chicagomalesalon.com/ourteam,boulevard,http://www.chicagomalesalon.com,4.7,523,no,Multiple 'award-winning' stylists/colorists per team bios (unspecified awards); men's grooming focus in Boystown/Lakeview; Strong review base (523 Google reviews)
The Colour Room,1,hair salon,3517 N Lincoln Ave,60657,Lakeview,,https://www.colourroomchicago.com,,,,,@colourroomchicago,8,https://www.colourroomchicago.com/artists-book-appointment,unknown,https://www.colourroomchicago.com,4.9,81,no,"Currently hiring; stylist-owned & operated, booth rentals available, book directly with stylist (no receptionist)."
Fusion Hair Studio,2,hair salon,1632 W Belmont Ave,60657,Lakeview,(773) 296-1700,http://fusionhairchicago.com,Aimee Collins,owner,,,@fusionhairchicago,3,http://fusionhairchicago.com/stylists,none,http://fusionhairchicago.com,4.9,26,yes (2),Voted #1 Salon in Chicago & Lakeview; Best Hair Color in Chicago (CitySearch)
Lapiel Laser Center,2,beauty and wellness,3454 N Lincoln Ave,60657,Lakeview,(773) 248-4247,http://www.feelinggoodmatters.com,Maria Victoria Ruiz,owner,,,@lapiellasercenter,3,https://www.feelinggoodmatters.com/team,booker,https://go.booker.com/location/lapiellc/service-menu,5,486,no,
A Plus Nail,,nails,2814 N Halsted St,60657,Lakeview,(773) 661-9949,,,,,,,,unverified,unknown,https://www.yelp.com/biz/a-plus-nail-chicago,4.5,78,no,
A Plus Spa,,beauty and wellness,"1109 W Belmont Ave, Ste 1",60657,Lakeview,(312) 866-1568,https://aplusspachicagoreviews.com,,,,,,,unverified,unknown,https://aplusspachicagoreviews.com,4.9,293,no,Hiring (per website)
Absolute Precision Skin Care,,beauty and wellness,1421 W Belmont Ave,60657,Lakeview,(773) 248-0700,http://www.absoluteprecisionskincare.com,,,,kelly@absoluteprecisionskincare.com,,,unverified,mindbody,https://clients.mindbodyonline.com/Pages/OnlineStore.aspx?catid=&partnerID=0&studioid=5511,5,126,no,"Names seen only in reviews/testimonials (3), not a roster, count left unverified; named ""Best Facials in Chicago"" by Allure Magazine and Time Out Chicago"
Aria Salon,,hair salon,3334 N Ashland Ave,60657,Lakeview,(773) 544-7532,http://www.ariasalonchicago.com,Anthony Serranilla,owner,,,,,unverified,unknown,http://www.ariasalonchicago.com,4.9,40,no,"Opened 2003, relocated to this Lakeview address (3334 N Ashland) after ~5 years; owner Anthony Serranilla has 15+ years of styling experience."
Art + Sol,,beauty and wellness,1710 W Belmont Ave,60657,Lakeview,(631) 213-7755,http://www.artandsolchicago.com,,,,,@artandsolchicago,,unverified,boulevard,https://dashboard.boulevard.io/booking/businesses/54e60d7d-dbaa-4c4d-8978-6b37ad2e7c8b/widget#/visit-type,5,175,no,Hiring (Join Our Team page listed on site).
Artis Senior Living of Lakeview,,beauty and wellness,3535 N Ashland Ave,60657,Lakeview,(773) 697-9003,https://lakeview.artisseniorliving.com,,,,,@artisoflakeview,,unverified,unknown,https://lakeview.artisseniorliving.com,4.2,85,no,"Hiring (per website); U.S. News & World Report Best Memory Care community; Great Place to Work certified (per website). Team page lists community leadership only (Exec Director + department directors), not client-facing care staff."
Ay Beauty Nail Salon,,nails,3343 N Broadway,60657,Lakeview,(312) 835-2657,,,,,,,,unverified,vagaro,https://www.vagaro.com/aybeautynailsalon,4.9,68,no,
Black Onyx Nail Art & Design,,nails,"3021 N Broadway St, Ste 1",60657,Lakeview,(773) 857-0805,,,,,,,,unverified,booksy,https://booksy.com/en-us/rwg/223453_black-onyx-nail-salon_nail-salon_18229_chicago?rwg_token=AE37R_iewHN9mipPbXxnXeP24fn4Xsk7Qdom1QDB04e-r_fS1_4G06Ac7b2jiAtJnE88kJoVht_uV9SzpZCS1RG1ruuxDwF5Kw%3D%3D,4.5,218,no,
Bleach,,hair salon,1816 W Belmont Ave,60657,Lakeview,(773) 788-2886,http://www.bleachchicago.com,,,,info@bleachchicago.com,@bleachchicago,,unverified,vagaro,https://www.vagaro.com/us04/bleachchicago,5,58,no,
Blink and Polish Nails waxing,,nails,3356 N Bdwy,60657,Lakeview,(773) 697-7731,,,,,,,,unverified,booksy,https://booksy.com/en-us/rwg/662063_blink-and-polish-nail-salon_nail-salon_18229_chicago?rwg_token=AE37R_hihpAas4Gj4LUpaR7qJLELpScllVguR8t4ER4N1Ptt4vdQ4htEUyA3UTx7Ys18rQ6fUjKa3yDjCfD7AMH1A8MSUE0B0w%3D%3D,4.4,126,no,
BodyBrite,,beauty and wellness,2949 N Broadway,60657,Lakeview,(773) 799-8228,,,,,,,,unverified,unknown,https://www.yelp.com/biz/bodybrite-chicago-4,3.7,28,no,
Boon Thai Spa,,beauty and wellness,3410 N Halsted St,60657,Lakeview,(773) 812-6666,https://boonthaispaschicago.com,,,,boonthaispabooking@gmail.com,,,unverified,unknown,https://boonthaispaschicago.com,4.6,64,no,
Chicago Hair Extensions Salon,,hair salon,"3528 N Ashland Ave, Ste B",60657,Lakeview,(773) 996-0533,http://www.chicagohairextensionssalon.com,,,,info@chicagohairextensionssalon.com,@chicagohairextensions,,unverified,vagaro,https://www.vagaro.com/pro/,4.5,64,yes (2),
Color Lab salon,,hair salon,3310 N Halsted,60657,Lakeview,(773) 770-5198,http://www.colorlabchicago.com,,,,,,,unverified,unknown,http://www.colorlabchicago.com,4.6,99,no,
Couture Nails & Waxing,,nails,3341 N Southport,60657,Lakeview,(773) 857-1009,,,,,,,,unverified,fresha,https://www.fresha.com/a/couture-nails-and-waxing-chicago-3341-north-southport-avenue-q9mii80k,4.4,96,no,"Existing Fresha user, payments-attach conversation?; Existing Fresha user (Google booking link points to fresha.com)."
Daisy Nails,,nails,1702 W Belmont Ave,60657,Lakeview,(773) 549-6245,http://www.daisynails.net,,,,daisynails1702@gmail.com,@daisynailschicago,,unverified,setmore,https://daisynailschicago.setmore.com/,,,no,"Recently opened (""GRAND OPENING"" on website)."
DermaSpa Advanced SkinCare,,beauty and wellness,"3354 N Paulina St, Ste 204",60657,Lakeview,(773) 931-4687,http://www.dermaspachicago.com,,,,,,,unverified,unknown,http://www.dermaspachicago.com/,,,no,
Diamond Salon,,beauty and wellness,1125 W Belmont Ave,60657,Lakeview,(773) 666-5516,,,,,,,,unverified,unknown,https://www.yelp.com/biz/diamond-salon-chicago,4.8,108,no,
Diva Lash,,lash and brow,3174 N Clark St,60657,Lakeview,(773) 992-9176,https://divalashsalons.com,,,,,@NENG4D,,unverified,vagaro,https://www.vagaro.com/divalash/services,4.6,459,no,"Official website (divalashsalons.com) has been hijacked/redirects to an unrelated gambling site, no usable team or business content there."
Dream Head & Foot Care,,hair salon,1235 W Belmont Ave,60657,Lakeview,(312) 900-1887,http://dreamheadfootcare.com,,,,,,,unverified,acuity,https://dreamheadfootcare.as.me/,4.6,237,no,Acuity lists 1 calendars; not clearly per-person
Elevare MD,,beauty and wellness,3357 N Southport Ave,60657,Lakeview,(773) 598-4440,http://www.elevaremd.com,Michael DeWolfe,owner,,info@elevaremd.com,@elevaremd,,unverified,unknown,http://www.elevaremd.com,4.9,170,yes (2),"Roster of 8 appears company-wide (yes (2)); per-location count unverified, source: http://www.elevaremd.com/about; Hiring/growing team (""rapidly growing... seeking motivated professionals""). Led by nationally recognized plastic surgeon known as 'The Enbloc Doc.'"
Emerald Ivory Wellness Spa,,beauty and wellness,3259 N Ashland Ave,60657,Lakeview,(312) 940-9955,http://www.emeraldivorywellness.com,,,,,@emeraldivorywellness,,unverified,glossgenius,https://emeraldivorywellness.glossgenius.com,4.9,57,no,
Enjoy Life Spa,,beauty and wellness,1720 W Belmont Ave,60657,Lakeview,(224) 322-3067,,,,,,,,unverified,unknown,https://www.yelp.com/biz/enjoy-life-spa-chicago,4.2,10,no,
Esteban's Aesthetic,,hair salon,3009 N Halsted St,60657,Lakeview,(773) 871-7252,,,,,,,,unverified,unknown,https://www.yelp.com/biz/estebans-aesthetic-chicago-3,5,30,no,
Fleur Balance Salon & Yoni Spa,,hair salon,1650 W Belmont Ave,60657,Lakeview,(773) 697-9281,,,,,,,,unverified,unknown,https://www.yelp.com/biz/fleur-balance-salon-and-yoni-spa-chicago,4.6,40,no,
Foot Station Thai Bodywork,,beauty and wellness,2853 N Lincoln Ave,60657,Lakeview,(773) 982-0808,,,,,,,,unverified,unknown,https://www.yelp.com/biz/foot-station-thai-bodywork-chicago,,,no,
Genacelli East Studio Salon,,hair salon,2829 N Sheffield Ave,60657,Lakeview,(773) 248-8822,http://genacellieaststudio.com,,,,,,,unverified,unknown,http://genacellieaststudio.com,4.6,162,no,"Website domain (genacellieaststudio.com) is a parked/expired GoDaddy page, verify the business is still operating before outreach (Google still shows 4.6/162 reviews)."
Get Nail'd,,nails,3131 N Broadway,60657,Lakeview,(773) 477-3131,http://www.getnaildspa.com,,,,,,,unverified,fresha,https://www.fresha.com/lvp/get-naild-north-broadway-chicago-D7wRXV,4.4,312,no,"Existing Fresha user, payments-attach conversation?; existing Fresha user (Google booking link matches business name and street)"
Goldplaited,,beauty and wellness,2829 N Sheffield Ave,60657,Lakeview,(773) 880-9180,http://www.goldplaited.com,Mal Strong,co-owner,,,@goldplaited_,,unverified,booker,https://go.booker.com/location/goldplaited/service-menu,4.6,162,yes (2),Founded 2013 by sisters Mal & Coco Strong; operates in Chicago and Tampa. Offers 'The Gild Membership' (unlimited blowouts/braids). Team page names no individual stylists beyond the founders; Co-owner: Coco Strong
Grace Beaut Lab,,lash and brow,3220 N Sheffield Ave,60657,Lakeview,(224) 509-0017,,,,,,,,unverified,unknown,https://www.yelp.com/biz/grace-beaut-lab-chicago,5,151,no,
Great Clips,,hair salon,3165 N Broadway,60657,Lakeview,(773) 871-2699,http://www.greatclips.com,,,,customerservice@greatclips.com,@greatclips,,unverified,unknown,http://www.greatclips.com,4,272,yes (4400+),corporate franchise site indicates hiring (Salon Careers/Franchising pages; website_hiring=true) -- no location-specific data
Hand & Stone Massage and Facial Spa,,beauty and wellness,3210 N Lincoln Ave,60657,Lakeview,(872) 666-4334,https://handandstone.com/locations/chicago-lakeview,,,,mgr.lakeview@handandstone.com,@handandstoneusa,,unverified,zenoti,,4.2,338,yes (count unknown),hiring
Happy Angel Spa,,beauty and wellness,3240 N Clark St,60657,Lakeview,(312) 375-4739,,,,,,,,unverified,unknown,https://www.yelp.com/biz/happy-angel-spa-chicago,,,no,
Harbor View Salon and Spa,,nails,3200 N Lake Shore Dr,60657,Lakeview,(773) 472-2225,,,,,,,,unverified,unknown,https://www.yelp.com/biz/harbor-view-salon-and-spa-chicago,5,2,no,
Her Culture Loc Studio,,hair salon,1905 W Belmont Ave,60657,Lakeview,(704) 949-5361,,,,,,,,unverified,unknown,https://www.yelp.com/biz/her-culture-loc-studio-chicago,5,13,no,
Hi-Way Nails,,nails,608 W Belmont Ave,60657,Lakeview,(773) 281-0881,,,,,,,,unverified,unknown,https://www.yelp.com/biz/hi-way-nails-chicago,4.6,60,no,
Hollywood Nails,,nails,650 W Cornelia,60657,Lakeview,(773) 327-9807,,,,,,,,unverified,fresha,https://www.fresha.com/lvp/hollywood-nails-west-cornelia-avenue-chicago-jbZBVk,4.6,147,no,"Existing Fresha user, payments-attach conversation?; existing Fresha user"
Ideal Salon,,beauty and wellness,822 W Belmont Ave,60657,Lakeview,(872) 206-2823,http://www.idealsalonn.com,,,,,@ideal_salon,,unverified,none,http://www.idealsalonn.com,4.7,242,no,
Indira Salon Spa,,hair salon,3337 N Southport Ave,60657,Lakeview,(773) 348-3838,https://indirasalonspa.com/locations/southport,,,,,@indirasalonspa,,unverified,salonbiz,https://book.salonbiz.com/,4.6,322,yes (3),"actively hiring; part of 3-location Aveda salon group (Southport Chicago, Park Ridge, Green Bay)"
Jamilya’s Lashes,,lash and brow,2934 N Clark St,60657,Lakeview,(872) 301-0466,,,,,,,,unverified,vagaro,https://www.vagaro.com/elevatedlashlab,4.8,420,no,
L & B Nails,,nails,3456 N Clark St,60657,Lakeview,(773) 880-0345,,,,,,,,unverified,unknown,https://www.yelp.com/biz/l-and-b-nails-chicago,,,no,
Lakeview Elegant Salon,,hair salon,3428 N Broadway,60657,Lakeview,(312) 714-4188,http://www.lakeviewelegantsalon.com,,,,,,,unverified,fresha,https://www.fresha.com/a/lakeview-elegant-salon-chicago-3428-n-broadway-m0rprhhk/all-offer,4.9,360,no,"Existing Fresha user, payments-attach conversation?; Existing Fresha user."
Lakeview Nails,,nails,2941 N Broadway St,60657,Lakeview,(773) 665-8510,,,,,,,,unverified,unknown,https://www.yelp.com/biz/lakeview-nails-chicago,4.6,163,no,
Lakeview Threading Salon,,lash and brow,739 W Belmont Ave,60657,Lakeview,(773) 348-0250,http://www.lakeviewthreadingsalon.com,,,,,,,unverified,unknown,http://www.lakeviewthreadingsalon.com,4.8,226,no,Standout review praises staff member Sejal by name for threading service.
Lik Salon,,hair salon,1832 W Belmont Ave,60657,Lakeview,(312) 776-4266,,,,,,,,unverified,unknown,https://www.yelp.com/biz/lik-salon-chicago,4.9,60,no,Grand opening September 2019.
Lindsay Station,,hair salon,3510 N Lincoln Ave,60657,Lakeview,(773) 296-6060,,,,,,,,unverified,unknown,https://www.yelp.com/biz/lindsay-station-chicago,5,37,no,
Love You Nail Studio,,lash and brow,2829 N Clark St,60657,Lakeview,(773) 707-7031,https://loveyounailsalon.com,,,,loveyounailsalon@gmail.com,@loveyou_nailsalon,,unverified,square,https://squareup.com/appointments/book/kbamfopputrxms/L9B6FFKFB3FKE/services,4.8,1077,yes (5),Chicago chain with 5 studios (West Loop to River North); this address is one of them. Female-founded brand; Russian manicure specialty; Strong review base (1077 Google reviews)
Lu's Nail Boutique,,nails,3327 N Broadway St,60657,Lakeview,(773) 348-3091,,,,,,,,unverified,unknown,https://www.yelp.com/biz/lus-nail-boutique-chicago,4.5,27,no,
Lumera Nail Salon,,nails,2950 N Clark St,60657,Lakeview,(773) 975-3508,,,,,,,,unverified,unknown,https://www.yelp.com/biz/lumera-nail-salon-chicago,4.1,127,no,
MB Nail,,nails,2814 N Halsted St,60657,Lakeview,(773) 525-4450,,,,,,,,unverified,unknown,https://www.yelp.com/biz/mb-nail-chicago,4.5,78,no,
ME:U Nails & Spa,,nails,415 W Belmont Ave,60657,Lakeview,(773) 296-6264,,,,,,,,unverified,fresha,https://www.fresha.com/lvp/me-u-nails-spa-west-belmont-avenue-chicago-eXXMAn,4.7,77,no,"Existing Fresha user, payments-attach conversation?; Existing Fresha user, Google booking link routes to a fresha.com listing."
MF Aesthetics,,lash and brow,2926 N Lincoln Ave,60657,Lakeview,(773) 837-4166,https://mfaesthetics.com,,,,,,,unverified,unknown,https://mfaesthetics.com,,,no,Korean lash-lift & skincare spa in Lakeview/Lincoln Park since 2019 (per Yelp); website currently down.
Manely Cuts & Blowouts,,hair salon,2907 N Clark St,60657,Lakeview,(773) 904-7074,,,,,,,,unverified,vagaro,https://www.vagaro.com/us04/manely,5,46,no,
Mani & Pedi,,nails,2815 N Southport Ave,60657,Lakeview,(773) 975-0093,,,,,,,,unverified,fresha,https://www.fresha.com/book-now/linzy-nails-and-spa-pph7ljdl/all-offer?id=986840&pId=934930&rwg_token=AE37R_jmcJVGJU-f7d9PMGerauxm8ODAZBHxfAr0MYATjujeLWL5jtXmj06QtFoTmr6FhCHRFdXfqVmkRDUk3IEWAkRaJrkipA%3D%3D,4.8,131,no,"Existing Fresha user, payments-attach conversation?"
Maricure Nail Studio,,nails,"3055 N Lincoln Ave, Ste 4",60657,Lakeview,(773) 270-1411,,,,,,,,unverified,vagaro,https://www.vagaro.com/us04/maricure/book-now?partner=fb,5,24,no,
Mary’s Hot Nails,,nails,3353 North Clark St,60657,Lakeview,(773) 697-9057,http://maryhotnails.com,,,,,@workwithatom,,unverified,booksy,https://booksy.com/en-us/rwg/995677_marys-hot-nails_nail-salon_18229_chicago?rwg_token=AE37R_gwL6fOUBgX46eCwIWpeTYYW0vhNCmHNxnlsVA86bSkRD3X9jSSD8DUyTu0OQNii5U5MHTLU-sgf8LfiTYk_ag6HFB5kg%3D%3D,4.9,289,no,
Masters Massage & Skincare,,beauty and wellness,1821 W Belmont Ave,60657,Lakeview,(360) 319-2786,,,,,,,,unverified,acuity,https://beckymastersmassageandskincare.as.me/,5,77,no,Acuity lists 3 calendars; not clearly per-person; Website listed on Yelp (zeninthecitychicago.com) looks like a different business; removed
Milios Hair Studio,,hair salon,"959 W Belmont Ave, Fl 2",60657,Lakeview,(773) 549-1461,http://www.milioshairstudio.com,,,,questions@milioshairstudio.com,@itsmilioshair,,unverified,meevo,https://na0.meevo.com/CustomerPortal/onlinebooking/booking/guestinfo?tenantId=101665&locationId=104075,4.8,320,no,Iconic Lakeview salon est. 1975 (per IG bio); rebuilt after a 2012 building fire (per Yelp history).
My Nail.com,,nails,3170 N Clark St,60657,Lakeview,(773) 929-5929,,,,,,,,unverified,unknown,https://www.yelp.com/biz/my-nail-com-chicago-2,4.3,136,no,
N1 Aesthetics,,lash and brow,1408 W Belmont Ave,60657,Lakeview,(773) 780-6079,,,,,,,,unverified,unknown,https://www.yelp.com/biz/n1-aesthetics-chicago,,,no,
Nails Art 1,,nails,3259 N Ashland Ave,60657,Lakeview,(773) 666-5163,https://nailsart1chicago.com,,,,,,,unverified,unknown,https://nailsart1chicago.com,4.3,171,no,
Natural Healers Spa,,beauty and wellness,3330 N Ashland Ave,60657,Lakeview,(773) 935-9256,,,,,,,,unverified,unknown,https://www.yelp.com/biz/natural-healers-spa-chicago,3.7,3,no,
Ocean Nail Spa,,nails,2911 N Broadway St,60657,Lakeview,(773) 248-1961,,,,,,,,unverified,unknown,https://www.yelp.com/biz/ocean-nail-spa-chicago,4.5,74,no,
Painless Waxing Boutique,,lash and brow,3146 N Lincoln Ave,60657,Lakeview,(773) 472-6101,http://www.painlesswaxingboutique.com,,,,,@waxingchicago,,unverified,vagaro,https://www.vagaro.com/us04/painlesswaxingboutique?terms=on,4.7,153,no,"Opened 2013 in Lakeview; moved to a new 3,000 sq ft location with a BYOB bar."
Pedicute Nails & Spa,,nails,609 W Belmont Ave,60657,Lakeview,(773) 281-1754,,,,,,,,unverified,unknown,https://www.yelp.com/biz/pedicute-nails-and-spa-chicago,,,no,
Perfect Eyebrows,,lash and brow,2828 N Clark St,60657,Lakeview,(773) 281-3852,,,,,,,,unverified,unknown,https://www.yelp.com/biz/perfect-eyebrows-chicago,4.7,78,no,
Philip B Studio 24,,hair salon,"2945 N Broadway, Unit 2",60657,Lakeview,(773) 627-4940,,,,,,,,unverified,vagaro,http://www.vagaro.com/philipbstudio24,5,17,no,
Pinky Nail on Southport,,nails,3503 N Southport Ave,60657,Lakeview,(773) 248-5080,http://www.pinkyschicago.com,,,,,,,unverified,unknown,http://www.pinkyschicago.com,,,no,
Pride Nail Boutique,,nails,3420 N Halsted St,60657,Lakeview,(773) 782-0045,http://pridenailboutique.com,,,,borisb@pridenailboutique.com,@pridenailboutique,,unverified,unknown,http://pridenailboutique.com,4.1,66,no,
Pure Med Spa,,beauty and wellness,3037 N Clark St,60657,Lakeview,(773) 549-2051,,,,,,,,unverified,unknown,https://www.yelp.com/biz/pure-med-spa-chicago,,,no,
Rebel Lash,,lash and brow,2936 N Lincoln Ave,60657,Lakeview,(773) 431-3558,http://rebellashandbrow.com,,,,info@rebellashandbrow.com,@_rebellash,,unverified,square,https://book.squareup.com/appointments/2p4ig5izt7wer4/location/CEDHNDC15QX53,4.9,42,no,
Reflexion Spa,,beauty and wellness,3416 N Sheffield Ave,60657,Lakeview,(312) 600-8861,http://www.reflexionspa.com,,,,envorion@reflexionspa.com,,,unverified,unknown,http://www.reflexionspa.com,4.7,176,yes (2),expanded to a second location (Hinsdale) in addition to original Lakeview/Wrigley spot
Ricci Kapricci HALSTED,,hair salon,3438 N Halsted St,60657,Lakeview,(773) 698-7797,https://www.riccikapricci.com/halsted-location,,,,riccikapricci1@gmail.com,@riccikapricci.salon,,unverified,phorest,https://phorest.com/book/salons/riccikapriccisalon2,4.9,653,yes (3),"Roster of 8 appears company-wide (yes (3)); per-location count unverified, source: https://www.riccikapricci.com/halsted-location; Family-owned since 2013, 3 Chicago locations (Armitage, Fullerton, Halsted); team roster scraped from Halsted page may span all 3 locations, not Halsted-specific; Strong review base (653 Google reviews); Owner Silvio Mato listed once, on the Ricci Kapricci Fullerton row"
Robert Jeffrey Lakeview,,hair salon,3153 N Broadway,60657,Lakeview,(773) 525-8800,https://www.robertjeffreylakeview.com,,,,,,,unverified,unknown,https://www.robertjeffreylakeview.com,4.6,149,no,"Roster of 14 appears company-wide (no); per-location count unverified, source: https://www.robertjeffreylakeview.com/team; actively hiring (Career page live; apprentice program)"
Royale of London,,hair salon,2910 N Broadway St,60657,Lakeview,(773) 477-5558,http://royaleoflondon.com,,,,,,,unverified,unknown,http://royaleoflondon.com/,,,no,
Salon Aster,,hair salon,2825 N Southport Ave,60657,Lakeview,(773) 698-6079,https://www.salonaster.com,,,,,@salonaster,,unverified,square,https://book.squareup.com/appointments/1ibtcq8u666284/location/LC1AVXWBCD3BN/services/V3GRVSIE6ORGWGBTINI3S74X,4.9,123,no,"Site indicates the salon has relocated to Bucktown/Wicker Park (2252 W North Ave), the source address (2825 N Southport, Lakeview 60657) may be out of date."
Salon Blue,,hair salon,2915 N Sheffield,60657,Lakeview,(773) 525-2583,,,,,,,,unverified,vagaro,https://www.vagaro.com/salonblue,4.9,40,no,"national press: Self, Lucky, Allure, InStyle, TLC's A Makeover Story; local: Chicago Magazine, Time Out Chicago, Chicago Tribune, ABC7 Chicago"
Salon De Vogue Nail & Spa,,nails,2843 N Broadway,60657,Lakeview,(773) 244-1077,,,,,,,,unverified,unknown,https://www.yelp.com/biz/salon-de-vogue-nail-and-spa-chicago-6,4.6,360,no,"recently changed ownership (Yelp: ""under new ownership"")"
